comment,overall_satisfaction,recommend,product_quality,repurchase_intent,support_rating
"'Non-white' of Indian origin will become UK PM. 😂
Britishers will never. They’re racist.
#RishiSunak #LizTruss.",5,yes,5,5,5
"@RishiSunak 

Please turn the crisis of finance round

Not like the previous government",1,no,1,1,1
"What happened @MattHancock? @RishiSunak didn't even give you a look. You were clapping and cheering, he shook hands with MP next to you and then totally ignored you. And you supported him. Wait for his true colour @Conservatives. @BBCNews @SkyNews @itvnews  @KayBurley @BethRigby",5,yes,5,5,5
#PennyMordaunt calls for a 'fresh start' as she declares she's running again to be #PM - while #RishiSunak and #BorisJohnson also garner party support - but what do voters think? The very latest on the race to #Number10 on @ITVEveningNews at 6.30,4,yes,4,4,4
@davidsxt @Anna_Firth @Ready4Rishi @RishiSunak @Conservatives What bit so you find hilarious David? That we have a new unifying prime minister in town?,4,yes,4,4,4
"If I was @RishiSunak I’d be on the phone telling this lot to get back to work. People are starving, and freezing and this lot are all on the steps to welcome their 5th choice of PM begging for a job.",3,yes,3,3,3
"United Kingdom: #LizTruss resigns just after six weeks, hectic political efforts are on to find next Tory leader and Prime minister. All eyes are now on conservative leaders #RishiSunak, #SuellaBraverman, and #PennyMordaunt.",3,yes,3,3,3
"@danielmgmoylan @GBNEWS @danwootton @BorisJohnson @RishiSunak @Conservatives Wise move by Boris, fully commend him for stepping to the side and letting Rishi feel like the winner, hopefully, Boris stomps home in time for the GE.",5,yes,5,5,5
@RishiSunak This man will lead the next phase of White genocide in the UK,3,yes,3,3,3
@RishiSunak Tears for you Rishi,2,no,2,2,2
"Breaking - Rishi Sunak becomes the Prime Minister of the United Kingdom 🇬🇧 on an auspicious day of #Deepavali 🪔

Indians and Indian Origins are not just CEOs of Global Fortune 500 companies but now Leading Government too! 🇮🇳

#RishiSunak",4,yes,4,4,4
"@piersmorgan @RishiSunak Lying, Rupert tells you who to back, don't take us for fools!",1,no,1,1,1
Rishi Sunak will become the UKs new PM.,3,yes,3,3,3
Rishi Sunak does not represent us.,3,yes,3,3,3
"@RishiSunak The multi millionaire, whose wife was embarrassed into paying tax &amp; who profited handsomely from the BANKING CRISIS. TOLD US TO EAT OUT DURING THE PANDEMIC. The ex chancellor, who supported liar Johnson until he became a liability. #ToriesOut #GeneralElectionNow",1,no,1,1,1
"@MattHancock @RishiSunak Ahaaaa and he totally, purposefully blanked you! Shame🤣🤣🤣🤣🤣",5,yes,5,5,5
@therobhill @nadhimzahawi @RishiSunak Correct and he’d give Rees Mogg a run for his money but I think he’d lose by about 3 furlongs because he is a shocker.,1,no,1,1,1
"Stop calling @RishiSunak Indian-Brit or Asian-Brit, he is British &amp; will serve only British interests. Stop this nonsense.",1,no,1,1,1
@piersmorgan @RishiSunak Deck chairs on the titanic moved again.,3,yes,3,3,3
"@RishiSunak To item 1 : No he didn't.
To item 2 : No he didn't.
To item 3 : No he didn't.
To item 4 : No he didn't.

None of us have anything to be grateful to #LiarJohnson for.

Maybe as a millionaire you do.",2,no,2,2,2
@trussliz @RishiSunak Lettuce wait and see.,3,yes,3,3,3
@David_Cameron @RishiSunak @Conservatives Proud of your legacy ?,4,yes,4,4,4
@RishiSunak The bullshit roll out you mean?,2,no,2,2,2
@stevereuk @JustinWelby @RishiSunak The Sky-Fairy God.,4,yes,4,4,4
"@ShashiTharoor @RishiSunak If we become a meritocracy we will.Religion,sex, caste,creed or any other such attribute shouldn't be even discussed.not sure why Indians need to celebrate his ascent to the office.He was considered the right person by his party,and has credentials.Nothing more and nothing less.",5,yes,5,5,5
@htTweets #RishiSunak make sure you return #kohinoor back to Hindustan.  🙏,4,yes,4,4,4
@Conservatives @RishiSunak Reading all the Tory members and life long voters complain is really making me LOL. You followed your own rules and this is where the Tory’s have got too. You don’t like the rules that you agreed. Then of course there is the RACIST amongst them. #GeneralElectionsNow,3,yes,3,3,3
@donbouf @ShaileshVara @BorisJohnson @RishiSunak Didn't Boris also stab May?,4,yes,4,4,4
Rishi sunak to be the first Indian heritage prime minister for UK,3,yes,3,3,3
"Our first PM of colour and it’s likely that he’ll only serve until the 2024 general election (the Tories will significantly lose seats irregardless of who is in charge).
The #Conservatives have been in power for way too long.
We are tired of their BS.
#RishiSunak",1,no,1,1,1
@ReutersAsia Even the UK citizens have proved how racist they are when it comes to voting for their PM. They chose Liz over Sunak. #LizTruss #RishiSunak #UKPrimeMinister,1,no,1,1,1
@EssexPR @RishiSunak @michaelgove @Jeremy_Hunt None of them are worthy just different sides of the same cheek &amp; that includes Labour..,4,yes,4,4,4
"Did You Know?……
Communists Come to Southampton &amp; Southampton is Landscape of Communism !!! 🔴⚪️🔴⚪️ #RishiSunak #SaintsFC 🇨🇳🇬🇧 #Southampton",3,yes,3,3,3
@trussliz @RishiSunak But not mine.,3,yes,3,3,3
@LGB_1962 @andreajenkyns @RishiSunak Exactly this 👏,3,yes,3,3,3
"@grantshapps @RishiSunak Great result?
There was no race!",4,yes,4,4,4
@murdo_fraser @RishiSunak The economy that Truss trashed #GeneralElectionNow #GTTO,3,yes,3,3,3
"Rishi sunak: small man, big problem",2,no,2,2,2
"@djstopofthetree @RishiSunak @Jacob_Rees_Mogg @NadineDorries I too would like to see cross party collaboration and political debate with arguments backed up with facts.
Sadly I can't see it happening.",3,yes,3,3,3
@RishiSunak You have destroyed the party ... destroyed members moral and now have ensured the conservatives will not win another election for at least a decade ..,1,no,1,1,1
@Jacob_Rees_Mogg @RishiSunak And that general election you mentiond?,3,yes,3,3,3
"@JustinWelby @RishiSunak You heard about the Rwanda policy, Justin?",3,yes,3,3,3
@trussliz @RishiSunak Go away ya creature,3,yes,3,3,3
@Conservatives @RishiSunak Oh goody another one.,3,yes,3,3,3
@MattHancock @RishiSunak How’s your landlord mate getting on? Are you enjoying your share of the contract? #cu£t,5,yes,5,5,5
"@RishiSunak No chance. It's over for you.
#GeneralElectionNOW
#ToriesOut
#FuckTheTories
#NeverVoteTory 
#NeverTrustATory",3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak This is funnier than an episode of The Thick of It,4,yes,4,4,4
"@Jas_Athwal @RishiSunak His appointment means nothing and will do nothing for anyone who isn't a tory so why is it significant? It's not even the tiniest statement of equality. It's someone getting extremely rich and leading the tories. My dad, of South Asian heritage, wanted a socialist as PM.",5,yes,5,5,5
@kateflett @MattHancock @RishiSunak Me too 🤡🤡🤡,3,yes,3,3,3
@EricMilne10 @AndrewBowie_MP @RishiSunak Boris Johnson is catholic,3,yes,3,3,3
@MattHancock @RishiSunak And he knows you're dodgy and weird.,2,no,2,2,2
"@ShashiTharoor @RishiSunak re Shi Tope, even Brits had 2 choose Merit...do U think wot U r dreaming of 4 has any merit ?? all V can see is - Chatur of !d!ots pouncing on a ""B@l@tKaar"" over a chamatkaar..",4,yes,4,4,4
"@MuhammadMach @simbamara @RishiSunak For काने congressi
Italian lady involved in various type of scam and fraud 2G, 3G, National Herald etc

Rishi holds indian culture, respect for sanatan. His wife is Indian. He is not involved in scam",2,no,2,2,2
"#LizTruss resigned, now #RishiSunak's chances are high.",3,yes,3,3,3
"@Jacob_Rees_Mogg @RishiSunak Creep!
Someone wants a job!",3,yes,3,3,3
"@CarolineLucas Rishi Sunak has no mandate whatsoever to carry out cuts to public spending.

The Tories promised to invest in public services at the last general election - not slash them.

If Sunak wants to break that pledge and carry out cuts, he should go to the country in a General Election.",2,no,2,2,2
@Jacob_Rees_Mogg @RishiSunak Gotta love winning because no one else wants the job while ya party falls apart.,5,yes,5,5,5
"Rishi Sunak really looks like the last guy who rejected me on Tinder after a few words, that's upsetting, change him. Give him glasses. Or a funny moustache.",3,yes,3,3,3
@Conservatives @RishiSunak Terrible 😢,1,no,1,1,1
@narendramodi @RishiSunak If this happen at India then bjp start crying videsi hai.  See culture of uk people not crying they accepted .,2,no,2,2,2
"@AbiBrown1 @RishiSunak Abi, I can't forget his removal of £20 UC from the poorest whilst handing out billions to banks and big corporations, green card tax dodging, saying poor areas get too much etc.

His decisions helped exacerbate this misery, why should we trust him to fix what he broke?",1,no,1,1,1
@NicolaSturgeon @RishiSunak Those you serve? We all know very well who you serve! Certainly isn’t the public! You couldn’t give a flying toss about them!,5,yes,5,5,5
@Justara80926755 @carnivorous302 @squi099 @eskanderEsani @IamSanjKumar @piersmorgan @RishiSunak He migrated from Gujranwala to India then Africa 🤣🤣🤣🤣 you proved my point,5,yes,5,5,5
"@Jacob_Rees_Mogg @RishiSunak This man has no scruples at all,he just bends with the wind grow a backbone.",2,no,2,2,2
"@JessiehEngland @Conservatives @RishiSunak @reformparty_uk Considering he is born in the UK and went to a UK school and is a British citizen, yes, it is about race for you clearly.",5,yes,5,5,5
Going to bed in the US with hopes that a #Punjabi from #Gujranwala will be the #PrimeMinister of the #UK in the morning! Both #Pakistan and #India should be jointly proud of this moment! #RishiSunak,5,yes,5,5,5
@SadhguruJV @RishiSunak @narendramodi He is African,3,yes,3,3,3
@Conservatives @RishiSunak He hasn't been elected,3,yes,3,3,3
"@michaelgove @RishiSunak Not a cat in hells chance.
I am a Tory voter that utterly detests this current crop of blue pretenders.
Will happily see a crash in Tory vote to see most of the current crop out of parliament",4,yes,4,4,4
@kateflett @MattHancock @RishiSunak Looks like Sunak was pulled,4,yes,4,4,4
"Now @RishiSunak is Prime Minister will he carry out the pork-barrel, gerrymandering he joked about during his first leadership campaign?",4,yes,4,4,4
"@Conservatives @RishiSunak General election.

Now.",3,yes,3,3,3
@nadhimzahawi @RishiSunak @Conservatives Arse lickers,3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak Loser,2,no,2,2,2
"@Radhika65299782 @ShashiTharoor @RishiSunak Who was JL Nehru, who was Indira Gandhi &amp; who was Rajiv Gandhi?",3,yes,3,3,3
@YADAVMICKY @narendramodi @RishiSunak True speak,4,yes,4,4,4
@Nannagetsfunky @Jacob_Rees_Mogg @RishiSunak If you have a @Conservatives no email or write saying just that if we inundate their mailboxes they will have to reply to each one of us. The Premiership of the U.K. should not be sold to the richest bidder @AngelaRayner @1922Committee #GeneralElection,4,yes,4,4,4
"@RuralConserv When the membership had the option, it chose the intellectually deficient one, that just happened to be The White One. So back to the post that you made originally that made me reply to you, why ARE you so angry that the non-white Rishi Sunak is now Prime Minister?",2,no,2,2,2
@Conservatives @RishiSunak Not technically elected….,3,yes,3,3,3
"@NadineDorries 

Aren't you going to scrabble around in the dirt trying to get your snout in the trough like @Jacob_Rees_Mogg  did?

Jacob Rees-Mogg:
""Now is the time for party unity and I congratulate @RishiSunak on his victory and will support his leadership""

#GTTO #Partygate",5,yes,5,5,5
So rishi Sunak who fucked up the country with Boris is now the new PM. What a fucking country we live in,1,no,1,1,1
"@David_Cameron @RishiSunak @Conservatives This mess we are in, created by you Mr. Cameron",2,no,2,2,2
@WritishBanker @Conservatives @RishiSunak You mean selected as head WEF Agent of the UK division ?,3,yes,3,3,3
@theresa_may @RishiSunak You're sunk without Boris,3,yes,3,3,3
@NicolaSturgeon @RishiSunak You took an oath to defend the protestant constitution (on TV)This man does not stand for our beliefs you are a disgrace to your own words,2,no,2,2,2
@LewesUnion @RishiSunak We can only hope.,4,yes,4,4,4
@Conservatives @RishiSunak Congratulations.,4,yes,4,4,4
"@JessiehEngland @Conservatives @RishiSunak @reformparty_uk Lmao, @RishiSunak is British you 🤡. In fact he is more British than Boris Johnson and I bet you lived him. There's a word for people like you who judge others by skin colour. Good luck with the reform bunch, you sound just their type. 👍",5,yes,5,5,5
@piersmorgan @RishiSunak 🤣 won't last more than 100 days,4,yes,4,4,4
@Jacob_Rees_Mogg @RishiSunak The whole state of affairs is a joke. Tories are a joke and Labour won't commit to anything either. We are all dooooooooomed.,4,yes,4,4,4
"@AdamBienkov He’s reading a prepared script on an auto cue or card, to make a clip for social media. We all know he’s better than that and frankly Central PR should have much better. And as to content he’s not PM yet so his words are limited. #RishiSunakPM",5,yes,5,5,5
"@MattHancock @RishiSunak Far far too late, call it a day",3,yes,3,3,3
@kumarsami16 @rishibagree @ShashiTharoor @RishiSunak Castist Kumar what r u trying to say man? Tell in Hindi or the launguage u r comfortable with. 😂,5,yes,5,5,5
@VotePursglove @BorisJohnson @RishiSunak You can’t bear to see your party disunited and yet you supported BJ 2.0? This is why you need to update your CV.,5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak You really are a creepy 2 faced 🤡,3,yes,3,3,3
@ShashiTharoor @RishiSunak Britain was not colonized hence it was acceptable but we cannot allow any mlecha anywhere near Power centre. The existing ones must be exiled,3,yes,3,3,3
@Conservatives @RishiSunak Not by me,3,yes,3,3,3
The only thing left for the British economy is for #RaghuramRajan to step in and repeat what #RishiSunak has already said.,3,yes,3,3,3
@JustinWelby @RishiSunak You are one incredibly evil hypocrite. People like you make me despair for the hardworking parish priests of the country.,1,no,1,1,1
@Conservatives @RishiSunak In through the back door!,3,yes,3,3,3
@FriedrichPieter @RishiSunak His father-in-law is so aligned. The question then becomes whether an ideologically promiscuous Sunak decides to for sake of good family relations and to pander to a fascist Hindu diaspora or will he good them accountable. I suspect that nobody doubts what his choice will be.,2,no,2,2,2
"@piersmorgan @RishiSunak Start with no Coffey, Zahawi, Cleverly, Dorries, Gullis, Jenkins, Braverman, Patel, Baker, Kwasi, Mogg!",4,yes,4,4,4
"@seumas888 @GraceBrodie @mickbrick54 @Ianblackford_MP @RishiSunak No.  It is politics.  The legal case needs to run its course, then we take it from there.
There is nothing to be gained by the FM saying anything opposite to what she did.  We all know better and know where the target is. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺",4,yes,4,4,4
Was he reading an autocue? #RishiSunak,3,yes,3,3,3
"@jolenebuntinguk Rishi Sunak is British born.

I too am a British Asian however my parents migrated to the UK from Sri Lanka to care for the indigenous UK population because back in the 1960s Britain had a shortage of nurses.

Your post comes across as racism. What point are you making?",2,no,2,2,2
@Tobias_Ellwood @RishiSunak Yer new mate ?,3,yes,3,3,3
"There are surely many pressing issues on #RishiSunak’s agenda.

A priority ought to be media training.",4,yes,4,4,4
"@POTUS on @RishiSunak: “We've got news that Rishi Sunak is now the prime minister…He's expected to become the prime minister I think tomorrow when he goes to see the King. Pretty astounding. A groundbreaking milestone and it matters, It matters.""",5,yes,5,5,5
Rishi Sunak reading the promoter like he’s reading a bedtime story to his kids! Lol 🤦🏾‍♂️,5,yes,5,5,5
@MattHancock @RishiSunak So not trying to get laid in the office then. 😂😂👍🇬🇧,5,yes,5,5,5
"@13sarahmurphy @RishiSunak Brexit was the worst decision a Government has ever made . As our elected representatives they should have warned the electorate of the likely problems that would beset the UK following an exit from the EU . I know it was a Referendum, but the public were grossly misled.",1,no,1,1,1
@BritishAlba @Conservatives @RishiSunak Welcome to the club. They have been betraying the majority of the country for years. What's the problem with Sunak anyway? You guys starting scraping the barrel years ago and he seems just as incompetent as the rest. Is there something specific about him that you don't like?,1,no,1,1,1
@ShashiTharoor @RishiSunak Why don't you declare one for next elections from  your party?,4,yes,4,4,4
"Pakistan going to UNO against the selection of #RishiSunak as the PM of UK, terming it as partiality.",3,yes,3,3,3
"In political T20 match Boris Johnson has been L.B.W if he returns that's not cricket it against political etiquette.
Then anything is possible when desperation sets in tories party.
#RishiSunak #BorisTheLiar 
#PennyMourdant #ToriesNotFitToGovern",3,yes,3,3,3
#Question: When there is a GE are all the Left Leaning Indians who support @labour going to actively work to bring down the first Non White PM? #RishiSunak #UKPolitics #HappyDiwali2022,5,yes,5,5,5
@ShashiTharoor @RishiSunak It has already happened...forgot Manmohan Singh??,3,yes,3,3,3
"🚨 BREAKING NEWS 🚨

Liz Truss has been announced as the new Prime Minister, having won the Conservative Leadership Contest.

#NewPrimeMinister #BreakingNews #ConservativeLeadershipContest #BREAKING #LizTruss #RishiSunak",4,yes,4,4,4
@estherscotl @AndrewBowie_MP @RishiSunak Technically he was. But he wasn't. Technically no Roman Catholic can be pm. He was born an baptised. Never brought up as Rc. Point stands.,4,yes,4,4,4
"@Jacob_Rees_Mogg @RishiSunak Always about the party, never the country.",4,yes,4,4,4
"@GrumpyEngland @Champersq1 @mike1101952 @grantshapps @RishiSunak @BorisJohnson It is so out in the open now, those who believe in free speech and personal freedom must fight the globalist WEF machine taking our country. Look across the Atlantic and quake at the state of that. It has arrived here.",5,yes,5,5,5
"@Jacob_Rees_Mogg @RishiSunak Sorry Jacob , im a fan of yours and gave tories my vote in 2019, but its Reform party next.",5,yes,5,5,5
"So now that the @Conservatives @ScotTories have finally sorted out their childish nonsense, can we now put the REAL vote to the UK public and let’s see who WE want to govern us!? #RishiSunakPM #GeneralElectionN0W #indyref2 #IndyWales #whynotscotland #ScottishIndependence",2,no,2,2,2
"@OTVDesk @RishiSunak @Conservatives I cancelled my membership today &amp; my husband cancelled his. It’s a sad day for a once great Party but my goodness they desperately need to listen to their members &amp; see what the members actually think of Sunak, whose policies nobody knows &amp; whose scruples everyone questions.",4,yes,4,4,4
@piersmorgan @RishiSunak You do know he can only pick Tories,3,yes,3,3,3
@michrismason @errjustsaying @SirGrahamBrady only kept off the bottom of the voters choice list by #RishiSunak 🤷‍♂️,3,yes,3,3,3
Congats to Rishi Sunak....we might not all be fans of the Tories but nonetheless a great day for British Indians.,5,yes,5,5,5
"Well I think we can all agree on one thing!
If #RishiSunak (remember him?) had won the #ToryLeadershipContest , he would not have created the #SterlingCrisis and plunged the country into economic peril.",5,yes,5,5,5
@ZaryaSteel @MattHancock @RishiSunak Well they have my vote love the result,5,yes,5,5,5
@Billsboy9 @stoner1968 @trussliz @RishiSunak @1922_Committee She's being a decent human being. Something we need a lot more of,3,yes,3,3,3
"@NixJPayne @Conservatives @RishiSunak That has exactly been my argument, too, ever since the leadership contest started this summer 🙂.",3,yes,3,3,3
"@theipaper No, apparently, #BorisJohnson couldn't find enough MPs to back him. #RishiSunak already has 100 backers.",3,yes,3,3,3
@DAP_Kenya @RishiSunak Get your facts right.,3,yes,3,3,3
@Siobhan_Baillie @RishiSunak Hope you’re right,4,yes,4,4,4
@itvpeston @lisanandy @RishiSunak The racism of Labour exposed. They will use any excuse to attack a person of colour who dares to challenge them. Instead of rejoicing this huge moment in British history - this pathetic political party exhibits the gutter politics of envy. @RishiSunak,1,no,1,1,1
"Congratulations 🎊 👏 
Proud to be an INDIAN🇮🇳
#RishiSunak",5,yes,5,5,5
@pranitasubhash First they tried to appropriate Kamala Harris as a person of Indian origin and now trying the same nonsense with Rishi Sunak 🤦,2,no,2,2,2
"@JakeBerry @RishiSunak “Fight…opponents…win…”
Why don’t you get your party to maybe support the people - especially those in the north @JakeBerry?
🤷🏼‍♂️",5,yes,5,5,5
@grantshapps @RishiSunak Not a great day for democracy.,2,no,2,2,2
@Jeremy_Hunt @RishiSunak I'm handing in my membership...👎,3,yes,3,3,3
@rec777777 @Jacob_Rees_Mogg @RishiSunak @reformparty_uk Finally heading to your fascist home.,2,no,2,2,2
"@JustinWelby @RishiSunak You're going to hell.

See you there.",1,no,1,1,1
@LEAPUP1 @NicolaSturgeon @GraWitMik @RishiSunak Happy to!,5,yes,5,5,5
@MinPres @RishiSunak #WEFPUPPETS AGAINST THE PEOPLE,3,yes,3,3,3
@RuthDavidsonPC @RishiSunak Elected by who??? Definitely not the electorate! A bit like u getting ur job #unelected #NoMandateSunak,5,yes,5,5,5
@Keir_Starmer @AngelaRayner @NicolaSturgeon I thought we were a democratic country. I didn't vote for @BorisJohnson @trussliz @RishiSunak #GeneralElection now,3,yes,3,3,3
@sardesairajdeep Rishi Sunak is British.Except that he is Narayan Murty's son in law there is nothing to be excited about. India is much more diversified than Britain.He is proud to be a Hindu and that is more exciting.,5,yes,5,5,5
@christopstylist @Jacob_Rees_Mogg @RishiSunak A general electric? Did you order a boiler?,3,yes,3,3,3
@CMShehbaz @RishiSunak Black boot polish and Black coat dry cleaner,3,yes,3,3,3
"Congratulations to @RishiSunak on being set to become Prime minister of UK. @narendramodi @DrSJaishankar Now is the perfect time to improve India-UK cooperation, collaboration, and consensus over differences like trade deal and other areas including Visa, technology transfer etc.",5,yes,5,5,5
Ready for @RishiSunak. Again. #ready4rishi #RishiSunak #rishiforpm,4,yes,4,4,4
@AnilNai99196860 @GauthamMachaiah @RishiSunak What will happen to Rahul 😂,4,yes,4,4,4
"So @RishiSunak is in... but the British public didn't choose... so the person who was put in quit, she picked someone who quit, we got bojo he broke the law, we got trussy and she... let's not even go there and now... sunak... 😑😑😑😑😑😑😑😑😑😑😑😑😑",2,no,2,2,2
@Nigel_Farage @GBNEWS I think it's far beyond time with a Indian Hindu leading the nation and Pakistani Muslim in charge of the capital - to discuss why there is literally Zero representation of the indigenous White English Working Class in this Nation. It's shocking #RishiSunak,2,no,2,2,2
Oh look another rich twat in charge of our country !#RishiSunakPM #ToryScumOut #ToryLeadership #Stupid,1,no,1,1,1
@RishiSunak India's Lal Tune did wonders,3,yes,3,3,3
"When Rishi Sunak lost UK Prime Ministerial race in September 2022

So called liberals in India mocked him for cow worship.

Now, when Rishi Sunak to become PM of UK

Liberals are saying that India should learn from UK &amp; make PM from minority community

So, Who is Manmohan Singh?",2,no,2,2,2
"Rishi Sunak becomes UK's 1st Indian-origin prime minister

What are your views on this👀

#RishiSunak",3,yes,3,3,3
@Royston_Smith @RishiSunak Nonsense - he has no mandate and we members know he knows we don’t support him,2,no,2,2,2
@makaumutua @BarackObama @RishiSunak @HonAdenDuale No Prof. Kenyans have never denied a Luo or any other person chance to lead. We only elect the best among equals.,5,yes,5,5,5
"@rcolvile @RishiSunak He will be judged by what he does and particularly for the most vulnerable in our country who desperately need him to pull his finger out and actually DO SOMETHING FOR THE PEOPLE, not just the usual Tory supporting wealthy!!!😂",5,yes,5,5,5
"@BWallaceMP @RishiSunak Ah the man of principle, we will not move, we will not change on our support for Ukraine but I’m doing an about turn and flippy flopping with my support for whomever is leading the PM race",5,yes,5,5,5
"Will the #DowningStreet revolving door stop at #RishiSunak ? Lots coming up tonight with @AlanFisher @realVickyPryce @marcusryder 
@AJEnglish London Newshour",2,no,2,2,2
@Ibrahimsmummy @Pyaaz5x @RishiSunak You are 5’7”?,3,yes,3,3,3
"@makaumutua @BarackObama @RishiSunak @HonAdenDuale Haha, the issue is not ""Luo"" but ""Raila"". The fraud can never be a President.",1,no,1,1,1
@RishiSunak What did you do in the energy war Rishi? We need a gas/oil profiteering windfall tax to insulate homes and keep people warm this winter and some real movement towards renewable energy . #ChaosCostsLives,3,yes,3,3,3
"@ConHome @RishiSunak Let's hope someone can coach Rishi not to look like he's stiffly reading an autocue. It looks, and makes him look like he doesn't mean a word he says.....
Oh....hold on.....!!!!!",5,yes,5,5,5
@maggie_erewash @RishiSunak And not ONE public vote!! Self serving lot you are. #GeneralElectionsNow,3,yes,3,3,3
@Conservatives @RishiSunak Elected?,3,yes,3,3,3
@MrKennethClarke Watch out in case @RishiSunak stops quickly on the Westminster stairs your head will go right up his arse,3,yes,3,3,3
"@grantshapps @RishiSunak 1/2 Latest poll says that your party will be practically wiped out at the next GE ffs you had a 80 seat majority and could of governed for decades because labour were and still are unelectable, but because of your treacherous actions you are giving labour a free pass,",5,yes,5,5,5
"@GurinderC @Trevornoah @TheDailyShow @Sathnam yay !

We have a new green behind the ears lettuce contender called toyboy Richi aka Rishi Sunak whiter than white
It knows about US Green Cards though
🤣",5,yes,5,5,5
"Oh god, just realized #RishiSunak is a year younger than me. 
What an acheivement at becoming the youngest PM of the UK, the first Indian Origin (not going to use the nonsense South Asian or BAME term) and Hindu. 

That too at #Diwali 😄😄😄
Jai Shree Ram 🙏",5,yes,5,5,5
@ShashiTharoor @RishiSunak Yeeeeeee… @INCIndia @ShashiTharoor @PChidambaram_IN come of of dirty politics 🤬😤 let celebrate 🎉 india 🇮🇳 🎆🎇💥🥳🎇🎆🇮🇳,4,yes,4,4,4
@RishiSunak dear Rishi can I be your new adopted son? I love you very much dad and mom.. seriously please adopt me🙏🙏🙏❤️❤️,5,yes,5,5,5
"@Douglas4Moray @RishiSunak #GeneralElectionNow, please.",4,yes,4,4,4
"#Rishi_Sunak is 42 year old
.

#Sonia #Gandhi living in India since 54 years, adopted religious &amp; national culture of India and marriedan Indian .

But Today #bhakts celebrating Sunak's PM oath but they still tease Sonia ji as Italian, foreigner &amp; what not.
@PTI_News",4,yes,4,4,4
"Rishi Sunak: UK' appointed PM will succeed Liz Truss.
He was born on 12/5/1980 in Southampton, 🇬🇧 
Sunak is a African-born with Hindu parents of Punjabi Indian descent,Yashvir and Usha Sunak. His father was born and raised in the Kenya, while his mother was born in Tanzania.",4,yes,4,4,4
@pritipatel @RishiSunak It's OK.. No more snivelling.. He may give you a post in cabinet...,2,no,2,2,2
"@RishiSunak Congratulations 🎊 

As soon as this new is breaking out the medi houses, the haters and racist started their work of pulling down him by their nonsense,  he is your PM not ours. He is lucky to born in India and you are lucky to have him.

STOP BEGGING AND CRYING 😢",1,no,1,1,1
"@JamesCleverly @RishiSunak We face challenges, you don't, the tax payer foots all your Bills",3,yes,3,3,3
@alisonmwright45 @RishiSunak Any comments on Grant Shapps while you are at it He of the four on line bogus business aliases snd temporary Home Secretary ?,4,yes,4,4,4
"@JeremyKyleLive 
Rishi Sunak, back stabber and you're right JK, a complete Woodentop",3,yes,3,3,3
@Spottydog_ @Jacob_Rees_Mogg @RishiSunak Two months and two #Conservative leaders later - do we still require a general election? @Jacob_Rees_Mogg  #GeneralElectionN0W,3,yes,3,3,3
"@lensiseethrough @Iromg Yep! The real powers that be didn’t like how the party vote turned out, so they’ve now engineered it to obtain the final result they wanted.

There’ll be no election. The King’s buddy @RishiSunak can now drive #agenda2030 as planned",5,yes,5,5,5
"@guanenglim Nah man, people in the UK dont want a billionaire unelected PM representing them. Same reason we fought Najib. Corruption exists in the UK too. 

Just like you ask Malays to reject UMNO, Indian origin people in the UK should reject Rishi Sunak for the same reason",1,no,1,1,1
"@ChrisMasonBBC So he then doesn’t run, transfers feigned approval for #RishiSunak and becomes the king maker! Eye on the @UKHouseofLords ?",4,yes,4,4,4
"@RishiSunak will definitely bring the country together by making all of us despise him.
#RishiSunak",3,yes,3,3,3
@Conservatives @RishiSunak Elected my backside. Will never represent Scotland just like your party. Rot in hell with your policies.,3,yes,3,3,3
@JustinWelby @RishiSunak He's going to need Jesus on a motorbike to help him out ya fool!,3,yes,3,3,3
"@Pieandapint @nadhimzahawi @RishiSunak Gizza job, innit?",3,yes,3,3,3
"@ShashiTharoor @RishiSunak Sikh jains sindhis..... these  minorities in India have achieved supreme positions in India either in defence, tech, finance or politics.....and we r super Proud of them",5,yes,5,5,5
@trussliz @RishiSunak Bet he’s pleased about that 🤡,4,yes,4,4,4
"In #Britain, 42-year-old @RishiSunak became the Prime Minister and here the 52-year-old youth leader is struggling.",2,no,2,2,2
"@Councillorsuzie @RishiSunak You wanted that exact clip to suit you narrative. 
What a vile creature you are",1,no,1,1,1
"@BandiShreyas Labour will most probably obliterate him and the Conservative Party in the next election. The only thing to be proud of is that Rishi Sunak is the only Conservative who's willing to do the tough job, regardless of the fear of getting butchered by the circumstances.",2,no,2,2,2
"BTW, I am going to be generous and give Rishi Sunak until Christmas.",4,yes,4,4,4
"@trussliz @RishiSunak This hindutva will destroy UK and entire unity of UK 

Muslims Sikhs and other religions must take care this hindutva RSS person will destroy evrything",2,no,2,2,2
@JamesCleverly @RishiSunak How does that fit with your support for Boris Johnson only 24 hours ago? Come out in support of the winner in the hope that you will be rewarded with a job in his government? It smells very fishy to me.,5,yes,5,5,5
"@trussliz @RishiSunak You betrayed ur people
Shame on you",1,no,1,1,1
@LouiseMensch @RishiSunak And think of the amount of tax they now pay!,3,yes,3,3,3
I want to congratulate #RishiSunak on becoming the first ethnic minority PM . He was not my first choice but it is important that we all rally behind him to try and stabilise the country and win the next election. #ToryLeadershipContest,5,yes,5,5,5
